marker,complexity,velocity,llm_score,llm_category
changes_in_working_capital,105.08266698181464,0.0001231171923883,3.0,intermediate
dgr_global,1063.75662321368,8.432684410159024e-06,4.0,complex
integration_costs,46.41934067786075,0.0002563536060688,3.0,intermediate
kcc,39.28151919571408,0.0001340796821215,4.0,complex
regis_resources,204.320979323515,3.62605429636838e-05,4.0,complex
aurelia_metals,345.90247239542646,2.951439543555658e-05,4.0,complex
escondida_mine,99.4053804208213,9.866240759886056e-05,4.0,complex
sims_metal_mgmt,764.5546352168451,7.589415969143122e-06,4.0,complex
nova_minerals,8.658910243031615,5.734225398908137e-05,4.0,complex
shopee,38.48203182749826,0.0001146845079781,3.0,intermediate
aeon_metals,1156.8165818972714,7.589415969143122e-06,4.0,complex
alumina_ltd,444.6601641629734,2.445478478946117e-05,4.0,complex
astron_corporation,1157.8027808906586,7.589415969143122e-06,4.0,complex
diatreme_resources,915.2321675288551,1.0119221292190827e-05,4.0,complex
